"npts","degree","parity","convergence_diff","iteration_time","coefs_json","coefs_recovered_json"
"25","25","1","inf","146.68229484558105","[-0.03250336011656565, -0.08431232918037396, 0.01923411985923835, -0.19406875295518858, 0.08407868916395374, -0.3335264595988892, 0.06239448659973744, -0.36967172199165443, -0.16568269129525612, -0.18403633892406424, -0.6170366698631524, 0.3162279930972369, 0.4997660086765591]","[0.0, -0.04589839419435349, 0.0, -0.13171040490643304, 0.0, 0.02707305795711847, 0.0, -0.2218781045702864, 0.0, 0.07358375750863357, 0.0, -0.3003766567110291, 0.0, 0.05627843826166584, 0.0, -0.32083871635092587, 0.0, -0.11513990691395792, 0.0, -0.1802296955683278, 0.0, -0.6024803467579742, 0.0, 0.29179909299045503, 0.0, 0.4721148104586005]"
"32","25","1","0.5236331738827722","74.56237602233887","[-0.03510935495452418, -0.1406826723319561, 0.010066247195589425, -0.1768104750610431, 0.1461646119371363, -0.24865851828420368, 0.12159814247983719, -0.20552359728750494, 0.0427264632522815, -0.01969195006423909, -0.35256499062784363, 0.5945468886101657, 0.6059185234857539]","[0.0, -0.03130817984778392, 0.0, -0.11026099248730573, 0.0, 0.04901597542917404, 0.0, -0.1882649388432238, 0.0, 0.11321269393892233, 0.0, -0.23826301234998776, 0.0, 0.13437659441788496, 0.0, -0.2137760086020316, 0.0, 0.027767698159678597, 0.0, -0.0033868372118733073, 0.0, -0.33761195605171856, 0.0, 0.5603839217678088, 0.0, 0.5723683105497035]"
"64","25","1","0.20519418089378136","78.68975591659546","[0.02034278546420987, -0.05940935133925501, 0.09808163978982777, -0.13301021385205616, 0.16935429182826425, -0.18690756815368645, 0.1793728669836849, -0.16810265987420592, 0.0885857647854829, 0.044149836483592775, -0.2742921089143813, 0.6290385199618467, 0.592696014671132]","[0.0, 0.019828870399726195, 0.0, -0.05934726281047246, 0.0, 0.09787395514904915, 0.0, -0.1341617357327432, 0.0, 0.16495891897149814, 0.0, -0.1855768416250394, 0.0, 0.18808643506208966, 0.0, -0.1611740601993354, 0.0, 0.08955515945413728, 0.0, 0.0471219418412714, 0.0, -0.2740363318652516, 0.0, 0.6209479017020432, 0.0, 0.5856724489704029]"
"128","25","1","0.015841362548458113","72.3259289264679","[0.01772167230396767, -0.06075844339060589, 0.09833167791798982, -0.1351775997199609, 0.16401563038983058, -0.1848122212918506, 0.18832020772755662, -0.161794680567401, 0.09003592426035176, 0.048116659691129535, -0.274762540975112, 0.6218571034295727, 0.5888064888748279]","[0.0, 0.019902364179412983, 0.0, -0.05952226326888775, 0.0, 0.09819420266629024, 0.0, -0.1344562492495331, 0.0, 0.16528284538932203, 0.0, -0.18573916000803287, 0.0, 0.18797574373723946, 0.0, -0.1608463126547125, 0.0, 0.0888967552224357, 0.0, 0.047807347803368774, 0.0, -0.27425438263654667, 0.0, 0.61972906709893, 0.0, 0.5868965355365792]"
"256","25","1","0.0043001358207255605","70.75091028213501","[0.019873409754653203, -0.05957064423385652, 0.09854365684190293, -0.13485301134026323, 0.1653382185662219, -0.18548211681213864, 0.18806894243096384, -0.1612882718943562, 0.08868981981631742, 0.048373891123183244, -0.2750241751255309, 0.6191551589614869, 0.5880748267288872]","[0.0, 0.01993925879485982, 0.0, -0.059649363122729795, 0.0, 0.09840459093861868, 0.0, -0.13469201921716817, 0.0, 0.1654801839396553, 0.0, -0.1858523125602342, 0.0, 0.18796583793663363, 0.0, -0.16063974885616117, 0.0, 0.08849864048889208, 0.0, 0.04825718876974573, 0.0, -0.27438060624273075, 0.0, 0.6188802742151278, 0.0, 0.5876811704985501]"
"512","25","1","0.0014329017809581617","74.88363003730774","[0.01996181901914288, -0.05958992844503974, 0.09823359150153135, -0.1345069732172753, 0.16537858355845006, -0.18570406908159073, 0.1879439048016813, -0.1609557077724213, 0.08883074379647841, 0.04784952110988509, -0.2743647722739566, 0.6195997170726494, 0.587223508000783]","[0.0, 0.019920211893323332, 0.0, -0.05956064806727642, 0.0, 0.09824539353298065, 0.0, -0.13452143198594724, 0.0, 0.16535572571201176, 0.0, -0.18578256228275677, 0.0, 0.1879939133749753, 0.0, -0.1608244389958166, 0.0, 0.08882677524590643, 0.0, 0.04790817497662665, 0.0, -0.2742683324617373, 0.0, 0.6194934197133214, 0.0, 0.5871116597347081]"
"1024","25","1","0.0003065788144936997","72.40684413909912","[0.019934467749515915, -0.059541238242325795, 0.0982276109345165, -0.1345115188554504, 0.16532331481978552, -0.185760134931434, 0.18799392996675623, -0.16083467238960947, 0.0888323686552825, 0.04786471571376115, -0.2742026421489821, 0.6195451154039107, 0.587028664007122]","[0.0, 0.01992694560009092, 0.0, -0.05954430531489158, 0.0, 0.09822909166195551, 0.0, -0.1345068890470308, 0.0, 0.16532622488838414, 0.0, -0.1857585933238466, 0.0, 0.1879948470128982, 0.0, -0.16083193918450045, 0.0, 0.08883699448688816, 0.0, 0.04786713380885248, 0.0, -0.2742052509725915, 0.0, 0.6195407049246029, 0.0, 0.5870249200795402]"
"2048","25","1","7.216659366272153e-05","72.05013394355774","[0.0199108701850986, -0.05954370053132087, 0.09824180905213699, -0.13449870615462403, 0.16533793036482303, -0.18575445211434335, 0.18799056945928788, -0.16081885191298476, 0.08886697993903965, 0.047877348577358654, -0.2742269414083576, 0.6195063319412528, 0.5870107830889382]","[0.0, 0.01991087018509861, 0.0, -0.05954370053132096, 0.0, 0.09824180905213706, 0.0, -0.13449870615462411, 0.0, 0.16533793036482308, 0.0, -0.1857544521143435, 0.0, 0.18799056945928794, 0.0, -0.160818851912985, 0.0, 0.08886697993903961, 0.0, 0.04787734857735888, 0.0, -0.2742269414083578, 0.0, 0.6195063319412528, 0.0, 0.5870107830889387]"
"4096","25","1","1.849417741400343e-05","94.64386773109436","[0.01991749380500677, -0.059540713108372924, 0.09824206015731844, -0.13449092625394973, 0.16533807305554063, -0.1857607166995097, 0.18799617645077138, -0.16081560172940537, 0.08885778451999475, 0.04787373514912927, -0.27422493063873904, 0.619501803226766, 0.5870057616176136]","[0.0, 0.019917493805006806, 0.0, -0.05954071310837304, 0.0, 0.09824206015731853, 0.0, -0.1344909262539498, 0.0, 0.16533807305554077, 0.0, -0.18576071669950978, 0.0, 0.1879961764507715, 0.0, -0.1608156017294055, 0.0, 0.08885778451999458, 0.0, 0.04787373514912914, 0.0, -0.2742249306387393, 0.0, 0.6195018032267661, 0.0, 0.5870057616176141]"
"8192","25","1","3.831063900118173e-06","73.62578988075256","[0.01991905731548175, -0.05954110298694654, 0.09824235770563366, -0.13449243561798876, 0.16533678916850367, -0.18576033153141241, 0.18799617260853532, -0.1608139262293367, 0.08885792989332036, 0.047873204469453694, -0.2742233683577006, 0.6195013549091203, 0.5870042901337398]","[0.0, 0.019919057315481683, 0.0, -0.05954110298694661, 0.0, 0.09824235770563375, 0.0, -0.13449243561798885, 0.0, 0.16533678916850375, 0.0, -0.1857603315314126, 0.0, 0.1879961726085354, 0.0, -0.16081392622933693, 0.0, 0.08885792989332031, 0.0, 0.04787320446945391, 0.0, -0.2742233683577008, 0.0, 0.6195013549091204, 0.0, 0.5870042901337403]"
